[cited 2018 20 March].
Abstracts of Papers, 221st ACS National Meeting, San Diego, CA, United States, April 1-5, 2001
Abstracts of Papers, 222nd ACS National Meeting, Chicago, IL, United States, August 26-30, 2001
Abstracts of Papers, 225th ACS National Meeting, New Orleans, LA, United States, March 23-27, 2003
Abstracts of Papers, 230th ACS National Meeting, Washington, DC, United States, Aug. 28-Sept. 1, 2005
International Journal of Quantum Chemistry, Part I	Int. J. Quantum Chem. 1	Int J Quantum Chem 1
International Journal of Radiation Biology	Int. J. Radiat Biol.	Int J Radiat Biol
International Journal of Refractory Metals and Hard Materials	Int. J. Refract. Met. Hard Mater.	Int J Refract Met Hard Mater
International Journal of Self-Propagating High-Temperature Synthesis	Int. J. Self-Propag. High-Temp Synth.	Int J Self-Propag High-Temp Synth
International Journal of Theoretical Physics	Int. J. Theor. Phys.	Int J Theor Phys
International Journal of Thermophysics	Int. J. Thermophys.	Int J Thermophys
International Materials Reviews	Int. Mater. Rev.	Int Mater Rev
International Polymer Processing	Int. Polym. Proc.	Int Polym Proc
International Reviews in Physical Chemistry	Int. Rev. Phys. Chem.	Int Rev Phys Chem
Internet Journal of Chemistry	Internet J. Chem.	Internet J Chem
Internet Journal of Vibrational Spectroscopy	Internet J. Vib. Spectro.	Internet J Vib Spectro
Inzynieria Chemiczna i Procesowa	Inz. Chem. Procesowa	Inz Chem Procesowa
IOP Publishing Ltd
IOPscience
Ironmaking and Steelmaking	Ironmaking Steelmaking	Ironmaking Steelmaking
ISIJ International	ISIJ Int.	ISIJ Int
Israel Journal of Chemistry	Isr. J. Chem.	Isr J Chem
Izvestiya Akademii Nauk SSSR, Fizika	Izv. Akad. Nauk SSSR, Fiz. Atmos. Okeana [Izv. Acad. Sci.	Izv Akad Nauk SSSR, Fiz Atmos Okeana [Izv Acad Sci
Izvestiya Akademii Nauk SSSR, Seriya Fizicheskaya [Bulletin ofthe Academy of Sciences ofthe USSR, Physical Series]	lzv. Akad. Nauk SSSR, Ser. Fiz. [Bull. Acad. Sci. USSR, Phys. Ser.]	lzv Akad Nauk SSSR, Ser Fiz [Bull Acad Sci USSR, Phys Ser]
Izvestiya Vysshikh Uchebnykh Zavedenii, Fizika [Soviet Physics Journal]	lzv. Vyssh. Uchebn. Zaved. Fiz. [Sov. Phys. J.]	lzv Vyssh Uchebn Zaved Fiz [Sov Phys J]
Izvestiya, Academy of Sciences, USSR, Atmospheric and Oceanic Physics (translation of Izvestiya Akademii Nauk SSSR, Fizika Atmosfery i Okeana)	Izv. Acad. Sci. USSR, Atmos. Oceanic Phys.	Izv Acad Sci USSR, Atmos Oceanic Phys
Izvestiya, Academy of Sciences, USSR, Physics of the Solid Earth (translation of Izvestiya Akademii Nauk SSSR, Fizika Zemli)	Izv. Acad. Sci. USSR, Phys. Solid Earth	Izv Acad Sci USSR, Phys Solid Earth
J. Chem. Phys.
J. Comput. Phys.
Japanese Journal of Applied Physics Part 1	Jpn. J. Appl. Phys., Part 1	Jpn J Appl Phys, Part 1
Japanese Journal of Applied Physics Part 2	Jpn. J. Appl. Phys., Part 2	Jpn J Appl Phys, Part 2
Japanese Journal of Applied Physics	Jpn. J. Appl. Phys.	Jpn J Appl Phys
Japanese Journal of Cancer Research	Jpn. J. Cancer Res.	Jpn J Cancer Res
Japanese Journal of Pharmacology	Jpn. J. Pharmacol.	Jpn J Pharmacol
Japanese Journal of Physics	Jpn. J. Phys.	Jpn J Phys
Japanese Journal of Toicology and Environment Health	Jpn. J. Toxicol. Environ. Health	Jpn J Toxicol Environ Health
JETP Letters (translation of Pis’ma v Zkurnal Eksperimental‘noi i Teoreticheskoi Fiziki)	J ETP Lett.	J ETP Lett
JOM Journal of the Minerals Metals and Materials Society	JOM	JOM
Joumal of Research ofthe National Bureau of Standards, Section B: Mathematical Sciences	J. Res. Natl. Bur. Stand. Sec. B	J Res Natl Bur Stand Sec B
Joumal of Sound and Vibration	J. Sound Vib.	J Sound Vib
Joumal of the Optical Society of America A	J. Opt. Soc. Am. A	J Opt Soc Am A
Joumal of Vacuum Science and Technology	J. Vac. Sci. Techno].	J Vac Sci Techno]
Journal de Chimie Physique et de Physico-Chimie Biologique	J. Chim. Phys. Phys.- Chim. Biol.	J Chim Phys Phys- Chim Biol
Journal de Chimie Physique	J. Chim. Phys.	J Chim Phys
Journal de Physique (Paris)	J. Phys. (Paris)	J Phys (Paris)
Journal de Physique et le Radium	J. Phys. Radium	J Phys Radium
Journal de Physique I	J. Phys. I	J Phys I
Journal de Physique II	J. Phys. II	J Phys II
Journal de Physique III	J. Phys. III	J Phys III
Journal de Physique IV	J. Phys. IV	J Phys IV
Journal f Coatings Technology	J. Coat. Technol.	J Coat Technol
Journal fuer Praktische Chemie (Weinheim, Germany)	J. Prakt. Chem.	J Prakt Chem
Journal fur Praktische Chemie - Chemiker Zeitung	J. Prakt. Chem. /Chem-Ztg	J Prakt Chem /Chem-Ztg
Journal of Adhesion Science and Technology	J. Adhes. Sci. Technol.	J Adhes Sci Technol
Journal of Adhesion	J. Adhes.	J Adhes
Journal of Advanced Materials	J. Adv. Mater.	J Adv Mater
Journal of Aerosol Science	J. Aerosol Sci	J Aerosol Sci
Journal of Agricultural and Food Chemistry	J. Agric. Food. Chem.	J Agric Food Chem
Journal of Alloys and Compounds	J. Alloys Compd.	J Alloys Compd
Journal of Analytical and Applied Pyrolysis	J. Anal. Appl. Pyrolysis	J Anal Appl Pyrolysis
Journal of Analytical Atomic Spectrometry	J. Anal. At. Spectrom.	J Anal At Spectrom
Journal of Analytical Chemistry	J. Anal. Chem.	J Anal Chem
Journal of Analytical Toxicology	J. Anal. Toxicol.	J Anal Toxicol
Journal of Antibiotics	J. Antibiot.	J Antibiot
Journal of Antimicrobial Chemotherapy	J. Antimicrob. Chemother.	J Antimicrob Chemother
Journal of AOAC International	J. AOAC Int.	J AOAC Int
Journal of Applied Bacteriology	J. Appl. Bacteriol.	J Appl Bacteriol
Journal of Applied Biomaterials	J. Appl. Biomater.	J Appl Biomater
Journal of Applied Crystallography	J. Appl. Crystallogr.	J Appl Crystallogr
Journal of Applied Electrochemistry	J. Appl. Electrochem.	J Appl Electrochem
Journal of Applied Phycology	J. Appl. Phycol.	J Appl Phycol
Journal of Applied Physics	J. Appl. Phys.	J Appl Phys
Journal of Applied Polymer Science	J. Appl. Polym. Sci.	J Appl Polym Sci
Journal of Applied Spectroscopy (USSR) (translation ol` Zhurnal Prikladnoi Spektroskopii)	J. Appl. Spectrosc. (USSR)	J Appl Spectrosc (USSR)
Journal of Applied Spectroscopy	J. Appl. Spectrosc.	J Appl Spectrosc
Journal of Applied Toxicology	J. Appl. Toxicol.	J Appl Toxicol
Journal of Asian Natural Products Research	J. Asian Nat. Prod. Res.	J Asian Nat Prod Res
Journal of Atmospheric and Terrestrial Physics	J. Atmos. Terr. Phys.	J Atmos Terr Phys
Journal of Atmospheric Sciences	J. Atmos. Sci.	J Atmos Sci
Journal of Automated Methods & Management in Chemistry	J. Autom. Methods Manage. Chem.	J Autom Methods Manage Chem
Journal of Automatic Chemistry	J. Autom. Chem.	J Autom Chem
Journal of Bacteriology	J. Bacteriol.	J Bacteriol
Journal of Bioactive and Bompatible Polymers	J. Bioact. Compat. Polym.	J Bioact Compat Polym
Journal of Biochemical and Biophysical Methods	J. Biochem. Bioph. Methods	J Biochem Bioph Methods
Journal of Biochemistry	J. Biochem.	J Biochem
Journal of Biological Chemistry	J. Biol. Chem.	J Biol Chem
Journal of Biological Inorganic Chemistry	J. Biol. Inorg. Chem.	J Biol Inorg Chem
Journal of Bioluminescence and Chemiluminescence	J. Biolumin. Chemilumin.	J Biolumin Chemilumin
Journal of Biomaterials Applications	J. Biomater. Appl.	J Biomater Appl
Journal of Biomaterials Science Polymer Edition	J. Biomater. Sci., Polym. Ed.	J Biomater Sci, Polym Ed
Journal of Biomedial Materials Research	J. Biomed. Mater. Res.	J Biomed Mater Res
Journal of Biomolecular NMR	J. Biomol. NMR	J Biomol NMR
Journal of Biomolecular Structure and Dynamics	J. Biomol. Struct. Dyn.	J Biomol Struct Dyn
Journal of Biotechnology	J. Biotechnol.	J Biotechnol
Journal of Canadian Petroleum Technology	J. Can. Pet. Technol.	J Can Pet Technol
Journal of Carbohydrate Chemistry	J. Carbohydr. Chem.	J Carbohydr Chem
Journal of Cardiovascular Pharmacology	J. Cardiovasc. Pharmacol.	J Cardiovasc Pharmacol
Journal of Catalysis	J. Catal.	J Catal
Journal of Cell Biology	J. Cell Biol.	J Cell Biol
Journal of Cell Science	J. Cell Sci.	J Cell Sci
Journal of Cellular Biochemistry	J. Cell. Biochem.	J Cell Biochem
Journal of Cellular Physiology	J. Cell. Physiol.	J Cell Physiol
Journal of Chemical and Engineering Data	J. Chem. Eng. Data	J Chem Eng Data
Journal of Chemical Crystallography	J. Chem. Crystallogr.	J Chem Crystallogr
Journal of Chemical Ecology	J. Chem. Ecol.	J Chem Ecol
Journal of Chemical Education	J. Chem. Educ.	J Chem Educ
Journal of Chemical Engineering of Japan	J. Chem. Eng. Jpn.	J Chem Eng Jpn
Journal of Chemical Information and Computer Science	J. Chem. Inf. Comput. Sci.	J Chem Inf Comput Sci
Journal of Chemical Neuroanatomy	J. Chem. Neuroanat.	J Chem Neuroanat
Journal of Chemical Physics	J. Chem. Phys.	J Chem Phys
Journal of Chemical Research Synopsis	J. Chem. Res., Synop .	J Chem Res, Synop
Journal of Chemical Technology and Biotechnology	J. Chem. Technol. Biotechnol.	J Chem Technol Biotechnol
Journal of Chemical Thermodynamics	J. Chem. Thermodyn.	J Chem Thermodyn
Journal of Chemometrics	J. Chemom.	J Chemom
Journal of Chromatographic Science	J. Chromatogr. Sci.	J Chromatogr Sci
Journal of Chromatography A	J. Chromatogr. A	J Chromatogr A
Journal of Chromatography B	J. Chromatogr. B	J Chromatogr B
Journal of Chromatography	J. Chromatogr.	J Chromatogr
Journal of Clinical Endocrinology and Metabolism	J. Clin. Endocrinol. Metab.	J Clin Endocrinol Metab
Journal of Clinical Microbiology	J. Clin. Microbiol.	J Clin Microbiol
Journal of Cluster Science	J. Cluster Sci.	J Cluster Sci
Journal of Colloid and Interface Science	J. Colloid Interface Sci.	J Colloid Interface Sci
Journal of Combinatorial Chemistry	J. Comb. Chem.	J Comb Chem
Journal of Composite Materials	J. Compos. Mater.	J Compos Mater
Journal of Composites Technology and Research	J. Compos. Tech. Res.	J Compos Tech Res
Journal of Computational Chemistry	J. Comput. Chem.	J Comput Chem
Journal of Computational Physics	J. Comput. Phys.	J Comput Phys
Journal of Computer-Aided Materials Design	J. Comput. Aided Mater. Des.	J Comput Aided Mater Des
Journal of Computer-Aided Molecular Design	J. Comput. Aided Mol. Des.	J Comput Aided Mol Des
Journal of Contaminant Hydrology	J. Contam. Hydrol.	J Contam Hydrol
Journal of Controlled Release	J. Controlled Release	J Controlled Release
Journal of Coordination Chemistry	J. Coord. Chem.	J Coord Chem
Journal of Crystal Growth	J. Cryst. Growth	J Cryst Growth
Journal of Dairy Science	J. Dairy Sci.	J Dairy Sci
Journal of Dispersion Science and Technology	J. Dispersion Sci. Technol.	J Dispersion Sci Technol
Journal of Elastomers and Plastics	J. Elastomers Plast.	J Elastomers Plast
Journal of Electroanalytical Chemistry	J. Electroanal. Chem.	J Electroanal Chem
Journal of Electroceramics	J. Electroceram.	J Electroceram
Journal of Electron Microscopy	J. Electron Microsc.	J Electron Microsc
Journal of Electron Spectroscopy and Related Phenomena	J. Electron. Spectrosc. Relat. Phenom.	J Electron Spectrosc Relat Phenom
Journal of Electronic Materials	J. Electron. Mater.	J Electron Mater
Journal of Endocrinology	J. Endocrinol.	J Endocrinol
Journal of Endotoxin Research	J. Endotoxin Res.	J Endotoxin Res
Journal of Engineering Materials and Technology	J. Eng. Mater. Technol.	J Eng Mater Technol
Journal of Environment Biology	J. Environ. Biol.	J Environ Biol
Journal of Environment Engineering	J. Environ. Eng.	J Environ Eng
Journal of Environment Health	J. Environ. Health	J Environ Health
Journal of Environment Management	J. Environ. Manage.	J Environ Manage
Journal of Environment Quality	J. Environ. Qual.	J Environ Qual
Journal of Environment Radioactivity	J. Environ. Radioact.	J Environ Radioact
Journal of Environment Science and Health, Part A Environmental Science	J. Environ. Sci. Health., Part A	J Environ Sci Health, Part A
Journal of Environment Science and Health, Part B Pesticides	J. Environ. Sci. Health., Part B	J Environ Sci Health, Part B
Journal of Environmental Monitoring	J. Environ. Monit.	J Environ Monit
Journal of Enzyme Inhibition	J. Enzym Inhib.	J Enzym Inhib
Journal of Essential Oil Research	J. Essent. Oil Res.	J Essent Oil Res
Journal of Ethnopharmacology	J. Ethnopharmacol.	J Ethnopharmacol
Journal of Experimental Biology	J. Exp. Biol.	J Exp Biol
Journal of Experimental Botany	J. Exp. Bot.	J Exp Bot
Journal of Exposure Analysis and Environment Epidemiology	J. Exposure Anal. Environ. Epidemiol.	J Exposure Anal Environ Epidemiol
Journal of Fermentation and Bioengineering	J. Ferment. Bioeng.	J Ferment Bioeng
Journal of Fire Sciences	J. Fire Sci.	J Fire Sci
Journal of Fluid Mechanics	J. Fluid Mech.	J Fluid Mech
Journal of Fluids Engineering	J. Fluids Eng.	J Fluids Eng
Journal of Fluorine Chemistry	J. Fluorine Chem.	J Fluorine Chem
Journal of Food Biochemistry	J. Food Biochem.	J Food Biochem
Journal of Food Engineering	J. Food Eng.	J Food Eng
Journal of Food Lipids	J. Food Lipids	J Food Lipids
Journal of Food Protection	J. Food Prot.	J Food Prot
Journal of Food Science	J. Food Sci.	J Food Sci
Journal of General and Applied Microbiology	J. Gen. Appl. Microbiol.	J Gen Appl Microbiol
Journal of General Microbiology	J. Gen. Microbiol.	J Gen Microbiol
Journal of Geophysical Research	J. Geophys. Res.	J Geophys Res
Journal of Hazardous materials	J. Hazard. Mater.	J Hazard Mater
Journal of Heat Transfer	J. Heat Transfer	J Heat Transfer
Journal of Heterocyclic Chemistry	J. Heterocycl. Chem.	J Heterocycl Chem
Journal of High Resolution Chromatography	J. High. Resolut. Chromatogr.	J High Resolut Chromatogr
Journal of Histochemistry and Cytochemistry	J. Histochem. Cytochem.	J Histochem Cytochem
Journal of Hypertension	J. Hypertens.	J Hypertens
Journal of Imaging Science and Technology	J. Imaging Sci. Technol.	J Imaging Sci Technol
Journal of Inclusion Phenomena and Molecular Recognition in Chemistry	J. Inclusion Phenom. Mol. Recognit. Chem.	J Inclusion Phenom Mol Recognit Chem
Journal of Industrial Microbiology and Biotechnology	J. Ind. Microbiol. Biotechnol.	J Ind Microbiol Biotechnol
Journal of Industrial Microbiology	J. Ind. Microbiol.	J Ind Microbiol
Journal of Inorganic and Nuclear Chemistry	J. Inorg. Nucl. Chem.	J Inorg Nucl Chem
Journal of Inorganic and Nuclear Chemistry	J. lnorg. Nucl. Chem.	J lnorg Nucl Chem
Journal of Inorganic and Organometallic Polymers	J. Inorg. Organomet. Polym.	J Inorg Organomet Polym
Journal of Inorganic Biochemistry	J. Inorg. Biochem.	J Inorg Biochem
Journal of Institute of Chemists (India)	J. Inst. Chem.	J Inst Chem
Journal of Intelligent Material Systems and Structures	J. Intell. Mater. Syst. Struct.	J Intell Mater Syst Struct
Journal of Interferon and Cytokine Research	J. Interferon Cytokine Res.	J Interferon Cytokine Res
Journal of Interferon Research	J. Interferon Res.	J Interferon Res
Journal of Labelled Compounds and Radiopharmaceuticals	J. Labelled Compd. Radiopharm.	J Labelled Compd Radiopharm
Journal of Lightwave Technology	J. Lightwave Technol.	J Lightwave Technol
Journal of Lipid Mediators and Cell Sgnalling	J. Lipid Mediators Cell Signalling	J Lipid Mediators Cell Signalling
Journal of Lipid Mediators	J. Lipid Mediators	J Lipid Mediators
Journal of Lipid Research	J. Lipid Res.	J Lipid Res
Journal of Liquid Chromatography and Related Technologies	J. Liq. Chromatogr. Related Technol.	J Liq Chromatogr Related Technol
Journal of Liquid Chromatography	J. Liq. Chromatogr.	J Liq Chromatogr
Journal of Low Temperature Physics	J. Low Temp. Phys.	J Low Temp Phys
Journal of Luminescence	J. Lumin.	J Lumin
Journal of Macromolecular Science - Physics	J. Macromol. Sci., Phys.	J Macromol Sci, Phys
Journal of Macromolecular Science - Reviews in Macromolecular Chemistry and Physics	J. Macromol. Sci., Rev. Macromol. Chem. Phys.	J Macromol Sci, Rev Macromol Chem Phys
Journal of Macromolecular Science Polymer Reviews	J. Macromol. Sci., Polym. Rev.	J Macromol Sci, Polym Rev
Journal of Macromolecular Science Pure and Applied Chemistry	J. Macromol. Sci., Pure Appl. Chem.	J Macromol Sci, Pure Appl Chem
Journal of Macromolecular Science, [Part B] Physics	J. Macromol. Sci. Phys.	J Macromol Sci Phys
Journal of Magnetic Resonance Series A	J. Magn. Reson., Ser A	J Magn Reson, Ser A
Journal of Magnetic Resonance Series B	J. Magn. Reson., Ser B	J Magn Reson, Ser B
Journal of Magnetism and Magnetic Materials	J. Magn. Magn. Mater.	J Magn Magn Mater
Journal of Mass Spectrometry	J. Mass Spectrom.	J Mass Spectrom
Journal of Material Cycles and Waste Management	J. Mater. Cycles Waste Manage.	J Mater Cycles Waste Manage
Journal of Materials Chemistry	J. Mater. Chem.	J Mater Chem
Journal of Materials Engineering and Performance	J. Mater. Eng. Perform.	J Mater Eng Perform
Journal of Materials in Civil Engineering	J. Mater. Civ. Eng.	J Mater Civ Eng
Journal of Materials Processing and Manufacturing Science	J. Mater. Process. Manuf. Sci.	J Mater Process Manuf Sci
Journal of Materials Processing Technology	J. Mater. Process. Technol.	J Mater Process Technol
Journal of Materials Research	J. Mater. Res.	J Mater Res
Journal of Materials Science - Materials in Electronics	J. Mater. Sci. - Mater. Electron.	J Mater Sci - Mater Electron
Journal of Materials Science and Technology	J. Mater. Sci. Technol.	J Mater Sci Technol
Journal of Materials Science Letters	J. Mater. Sci. Lett.	J Mater Sci Lett
Journal of Materials Science Materials in Medicine	J. Mater. Sci. - Mater. Med.	J Mater Sci - Mater Med
Journal of Materials Synthesis and Processing	J. Mater. Synth. Process.	J Mater Synth Process
Journal of Mathematical Chemistry	J. Math. Chem.	J Math Chem
Journal of Mathematical Physics (New York)	J. Math. Phys. (N.Y.)	J Math Phys (NY)
Journal of Mathematics and Physics (Cambridge, Mass.)	J. Math. Phys. (Cambridge, Mass.)	J Math Phys (Cambridge, Mass)
Journal of Medicinal Chemistry	J. Med. Chem.	J Med Chem
Journal of Membrane Biology	J. Membr. Biol.	J Membr Biol
Journal of Membrane Science	J. Membr. Sci.	J Membr Sci
Journal of Microbiological Methods	J. Microbiol. Methods	J Microbiol Methods
Journal of Microbiology and Biotechnology	J. Microbiol. Biotechnol.	J Microbiol Biotechnol
Journal of Microcolumn Separations	J. Microcolumn Sep.	J Microcolumn Sep
Journal of Microelectronic Systems	J. Microelectromech. Syst.	J Microelectromech Syst
Journal of Microencapsulation	J. Microencapsulation	J Microencapsulation
Journal of Molecular Biology	J. Mol. Biol.	J Mol Biol
Journal of Molecular Catalysis A: Chemical	J. Mol. Catal. A: Chem.	J Mol Catal A: Chem
Journal of Molecular Catalysis B: Enzymatic	J. Mol. Catal. B: Enzym.	J Mol Catal B: Enzym
Journal of Molecular Catalysis	J. Mol. Catal.	J Mol Catal
Journal of Molecular Graphics and Modelling	J. Mol. Graphics Modell.	J Mol Graphics Modell
Journal of Molecular Liquids	J. Mol. Liq.	J Mol Liq
Journal of Molecular Microbiology and Biotechnology	J. Mol. Microbiol. Biotechnol.	J Mol Microbiol Biotechnol
Journal of Molecular Modeling	J. Mol. Model.	J Mol Model
Journal of Molecular Spectroscopy	I. Mol. Spectrosc.	I Mol Spectrosc
Journal of Molecular Spectroscopy	J. Mol. Spectrosc.	J Mol Spectrosc
Journal of Molecular Structure	J. Mol. Struct.	J Mol Struct
Journal of Nanoparticle Research	J. Nanopart. Res.	J Nanopart Res
Journal of Natural Products	J. Nat. Prod.	J Nat Prod
Journal of Near Infrared Spectroscopy	J. Near Infrared Spectrosc.	J Near Infrared Spectrosc
Journal of Neurochemistry	J. Neurochem.	J Neurochem
Journal of Neuroscience Research	J. Neurosci. Res.	J Neurosci Res
Journal of Neuroscience	J. Neurosci.	J Neurosci
Journal of New Materials for Electrochemical Systems	J. New Mater. Electrochem. Syst.	J New Mater Electrochem Syst
Journal of Non-Crystalline Solids	J. Non·Cryst. Solids	J Non·Cryst Solids
Journal of Non-Crystalline Solids	J. Non-Cryst. Solids	J Non-Cryst Solids
Journal of Non-Equilibrium Thermodynamics	J. Non-Equilib. Thermodyn.	J Non-Equilib Thermodyn
Journal of Nuclear Energy	J. Nucl. Energy	J Nucl Energy
Journal of Nuclear Energy, Part C: Plasma Physics, Accelerators, Thermonuclear Research	J. Nucl. Energy, Part C	J Nucl Energy, Part C
Journal of Nuclear Materials	J. Nucl. Mater.	J Nucl Mater
Journal of Nuclear Science and Technology	J. Nucl. Sci. Technol.	J Nucl Sci Technol
Journal of Organic Chemistry	J. Org. Chem.	J Org Chem
Journal of Organometallic Chemistry	J. Organomet. Chem.	J Organomet Chem
Journal of Peptide Science	J. Pept. Sci.	J Pept Sci
Journal of Petroleum Science and Technology	J. Pet. Sci. Technol.	J Pet Sci Technol
Journal of Pharmaceutical and Biomedical Analysis	J. Pharm. Biomed. Anal.	J Pharm Biomed Anal
Journal of Pharmaceutical Sciences	J. Pharm. Sci.	J Pharm Sci
Journal of Pharmacological and Toxicological Methods	J. Pharmacol. Toxicol. Methods	J Pharmacol Toxicol Methods
Journal of Pharmacology and Experimental Therapeutics	J. Pharmacol. Exp. Ther.	J Pharmacol Exp Ther
Journal of Pharmacy and Pharmacology	J. Pharm. Pharmacol.	J Pharm Pharmacol
Journal of Phase Equilibrium	J. Phase Equilib.	J Phase Equilib
Journal of Phoochemistry and Photobiology A	J. Photochem. Photobiol., A	J Photochem Photobiol, A
Journal of Photochemistry and Photobiology B	J. Photochem. Photobiol., B	J Photochem Photobiol, B
Journal of Photopolymer Science and Technology	J. Photopolym. Sci. Technol.	J Photopolym Sci Technol
Journal of Physical and Chemical Reference Data	J. Phys. Chem. Ref. Data	J Phys Chem Ref Data
Journal of Physical Chemistry A	J. Phys. Chem. A	J Phys Chem A
Journal of Physical Chemistry B	J. Phys. Chem. B	J Phys Chem B
Journal of Physical Chemistry C
Journal of Physical Chemistry	J. Phys. Chem.	J Phys Chem
Journal of Physical Organic Chemistry	J. Phys. Org. Chem.	J Phys Org Chem
Journal of Physics (Moscow)	J. Phys. (Moscow)	J Phys (Moscow)
Journal of Physics A: Mathematical and General	J. Phys. A: Math. Gen.	J Phys A: Math Gen
Journal of Physics and Chemistry of Solids	J. Phys. Chem. Solids	J Phys Chem Solids
Journal of Physics B: Atomic Molecular and Optical Physics	J. Phys. B: At., Mol. Opt. Phys.	J Phys B: At, Mol Opt Phys
Journal of Physics D: Applied Physics	J. Phys. D: Appl. Phys.	J Phys D: Appl Phys
Journal of Physics G: Nuclear and Particle Physics	J. Phys. G: Nucl. Part. Phys.	J Phys G: Nucl Part Phys
Journal of Physics: Condensed Matter	J. Phys.: Condens. Matter	J Phys: Condens Matter
Journal of Planar Chromatography - Modern TLC	J. Planar. Chromatogr. - Mod. TLC	J Planar Chromatogr - Mod TLC
Journal of Plant Biochemistry and Biotechnology	J. Plant Biochem. Biotechnol.	J Plant Biochem Biotechnol
Journal of Plasma Physics	J. Plasma Phys.	J Plasma Phys
Journal of Polymer Engineering	J. Polym. Eng.	J Polym Eng
Journal of Polymer Materials	J. Polym. Mater.	J Polym Mater
Journal of Polymer Science Part A: Polymer Chemistry	J. Polym. Sci., Part A: Polym. Chem.	J Polym Sci, Part A: Polym Chem
Journal of Polymer Science Part B: Polymer Physics	J. Polym. Sci., Part B: Polym. Phys.	J Polym Sci, Part B: Polym Phys
Journal of Polymer Science	J. Polym. Sci.	J Polym Sci
Journal of Polymer Science, Polymer Letters Edition	J. Polym. Sci., Polym. Lett. Ed.	J Polym Sci, Polym Lett Ed
Journal of Polymer Science, Polymer Physics Edition	J. Polym. Sci., Polym. Phys. Ed.	J Polym Sci, Polym Phys Ed
Journal of Polymers and the Environment	J. Polym. Environ.	J Polym Environ
Journal of Porous Materials	J. Porous Mater.	J Porous Mater
Journal of Porphyrins and Phthalocyanines	J. Porphyrins Phthalocyanines	J Porphyrins Phthalocyanines
Journal of Power Sources	J. Power Sources	J Power Sources
Journal of Propulsion and Power	J. Propul. Power	J Propul Power
Journal of Protein Chemistry	J. Protein Chem.	J Protein Chem
Journal of Pulp and Paper Science	J. Pulp Pap. Sci.	J Pulp Pap Sci
Journal of Quantitative Spectroscopy & Radiative Transfer	J. Quant. Spectros. Radiat. Transfer	J Quant Spectros Radiat Transfer
Journal of Quantitative Spectroscopy and Radiative Transfer	J. Quant. Spectrosc. Radiat. Transfer	J Quant Spectrosc Radiat Transfer
Journal of Radioanalytical and Nuclear Chemistry Articles	J. Radioanal. Nucl. Chem. Art.	J Radioanal Nucl Chem Art
Journal of Radioanalytical and Nuclear Chemistry Letters	J. Radioanal. Nucl. Chem. Lett.	J Radioanal Nucl Chem Lett
Journal of Radioanalytical and Nuclear Chemistry	J. Radioanal. Nucl. Chem.	J Radioanal Nucl Chem
Journal of Raman Specroscopy	J. Raman Spectrosc.	J Raman Spectrosc
Journal of Rapid Methods and Automation in Microbiology	J. Rapid Methods Autom. Microbiol.	J Rapid Methods Autom Microbiol
Journal of Reinforced Plastics and Composites	J. Reinf. Plast. Compos.	J Reinf Plast Compos
Journal of Research of the National Bureau of Standards, Section A: Physics and Chemistry	J. Res. Natl. Bur. Stand. Sec. A	J Res Natl Bur Stand Sec A
Journal of Research of the National Bureau of Standards, Section C: Engineering and Instrumentation	J. Res. Natl. Bur. Stand. Sec. C	J Res Natl Bur Stand Sec C
Journal of Research ofthe National Bureau of Standards	J. Res. Natl. Bur. Stand.	J Res Natl Bur Stand
Journal of Rheology	J. Rheol.	J Rheol
Journal of Scientific and Industrial Research	J. Sci. Ind. Res.	J Sci Ind Res
Journal of Separation Science	J. Sep. Sci.	J Sep Sci
Journal of Sol-Gel Science and Technology	J. Sol-Gel Sci. Technol.	J Sol-Gel Sci Technol
Journal of Solid State Chemistry	J. Solid State Chem.	J Solid State Chem
Journal of Solid State Electrochemistry	J. Solid State Electrochem.	J Solid State Electrochem
Journal of Solution Chemistry	J. Solution Chem.	J Solution Chem
Journal of Speech and Hearing Disorders	J. Speech Hear. Disord.	J Speech Hear Disord
Journal of Speech and Hearing Research	J. Speech Hear. Res.	J Speech Hear Res
Journal of Statistical Physics	J. Stat. Phys.	J Stat Phys
Journal of Steroid Biochemistry and Molecular Biology	J. Steroid Biochem. Mol. Biol.	J Steroid Biochem Mol Biol
Journal of Strain Analysis for Engineering Design	J. Strain Anal. Eng. Des.	J Strain Anal Eng Des
Journal of Structural Chemistry	J. Struct. Chem.	J Struct Chem
Journal of Supercritical Fluids	J. Supercrit. Fluids	J Supercrit Fluids
Journal of Synthetic Organic Chemistry, Japan	J. Synth. Org. Chem Jpn.	J Synth Org Chem Jpn
Journal of Testing and Evaluation	J. Test. Eval.	J Test Eval
Journal of the Acoustical Society of America	J. Acous. Soc. Am.	J Acous Soc Am
Journal of the Air and Waste Management Association	J. Air Waste Manage. Assoc.	J Air Waste Manage Assoc
Journal of the American Ceramic Society	J. Am. Ceram. Soc.	J Am Ceram Soc
Journal of the American Chemical Society	J. Am. Chem. Soc.	J Am Chem Soc
Journal of the American Chemical Society	JACS	JACS
Journal of the American Institute of Electrical Engineers	J. Am. Inst. Electr. Eng.	J Am Inst Electr Eng
Journal of the American Oil Chemists Society	J. Am. Oil Chem. Soc.	J Am Oil Chem Soc
Journal of the American Society for Mass Spectrometry	J. Am. Soc. Mass. Spectrom.	J Am Soc Mass Spectrom
